loss,acc,val_loss,val_acc
2.672385438567116,36.189945,1.9484690476272066,58.77648
2.0071928124038543,57.294323,1.6693028276249513,68.930084
1.7867889296846324,65.295494,1.5049719483165418,75.77331
1.6670583454119106,69.5844,1.4693119380433681,76.880295
1.603090571505683,72.14604,1.3728366290108631,80.704445
1.5570520671451984,73.75638,1.3686613365755242,80.42902
1.5114344599701108,75.38796,1.3183725801564878,82.77542
1.4892463446879873,76.0895,1.3308635812694745,81.54131
1.46455785794323,77.20291,1.3056644229565637,83.16208
1.4346989851419618,78.28444,1.2752837306362088,84.17373
1.4200646044040213,78.70164,1.3059617713346319,82.39936
1.3990667612374235,79.56792,1.2640930383892384,84.61335
1.3829714935653064,80.040924,1.2539771168918934,85.04767
1.3730003805387587,80.69196,1.2327680038193525,85.86335
1.3601916164767986,80.92315,1.2408708952241025,85.20127
1.3457662613213468,81.510414,1.2633413886619826,84.22669
1.3355123339867105,81.7788,1.1975912318391315,86.954445
1.3251609567071305,82.196,1.1830884589987285,87.61123
1.3146088725450087,82.74606,1.218766005160445,86.504234
1.3031297593700641,82.9427,1.2008256867780525,86.71081
1.30201721272501,82.974594,1.199041814319158,86.705505
1.2944539977985174,83.24564,1.1652228775670972,88.13559
1.2841188200071556,83.7771,1.1715052693577137,87.92373
1.278486886600248,84.11724,1.1740324931629633,87.93432
1.2713637827407747,84.3378,1.1682815056736187,88.066734
1.2658537851304423,84.41752,1.1675999281770093,88.00848
1.258370578086295,84.67528,1.1543865173549976,88.45339
1.2514598677758457,84.83737,1.1591950648922031,88.580505
1.2456307958583444,85.429955,1.1475566874116154,88.818855
1.2451172579510683,85.22534,1.136903896978346,89.29555
1.2325407299054723,85.61597,1.1593224539595135,88.05085
1.23187182722043,86.057076,1.1404997055813417,89.27966
1.229805546248851,86.01722,1.1434872445413622,88.681145
1.2271327019548741,85.98002,1.1384757555137246,88.9036
1.2241069325784437,86.09428,1.1333717043116942,89.44915
1.2150674387305773,86.41847,1.1445999676898375,88.76589
1.2136334334911942,86.41582,1.1386050616280508,88.81356
1.2085967665018678,86.77987,1.117345334917812,89.69809
1.2081328971045358,86.50882,1.1386010495282837,89.15254
1.2066660211199807,86.57791,1.1316782088603003,89.38559
1.1987318712837842,86.92071,1.1255790546789008,89.38559
1.1993432307527179,86.85959,1.1294140502557917,89.306145
1.197855562579875,87.08014,1.133968366000612,89.480934
1.191002669484437,87.41762,1.1223890278298976,89.52331
1.1870751693135215,87.39636,1.1180396528567298,90.01589
1.185606725057777,87.45216,1.1111249347864571,90.381355
1.1829002089038188,87.60629,1.132433574482546,89.131355
1.1859898918948206,87.436226,1.1164300918579102,89.867584
1.1817053631454908,87.699295,1.126030951435283,89.443855
1.1742494638477052,87.99692,1.1105249766576089,90.05826
1.1739991873908204,87.99957,1.1298396637884236,89.43856
1.1744340584188901,87.927826,1.114345611354052,90.03178
1.1700987152907314,88.07132,1.1104177270905446,89.97881
1.1690827997363344,87.96503,1.1078667947801493,90.105934
1.1673666884501774,88.0102,1.099785867181875,90.48199
1.1698229193281966,88.08992,1.1133195303254209,90.05296
1.1616740871448905,88.345024,1.1066350639876672,90.04767
1.1602092397456267,88.24936,1.1140152181609202,89.64513
1.1583960493202923,88.39817,1.1102548146651963,90.32309
1.1583749029506631,88.6453,1.1106449319144427,90.29131
1.0861894783316826,91.41953,1.0471529376708855,92.42055
1.0623155561636906,92.35491,1.0411773736194028,92.47881
1.0507975612976113,92.811966,1.0389902549274896,92.494705
1.0448044527347395,92.84651,1.0355922682810639,92.494705
1.0370845020222825,93.24511,1.02938940484645,92.706566
1.0349471888371877,93.43378,1.0334749971405934,92.632416
1.032017923131281,93.56664,1.0312741069470421,92.73835
1.0295481420293147,93.61979,1.0248789967116663,92.84428
1.0245220006323186,93.61182,1.0238352557360115,92.89725
1.020701407575283,93.87755,1.0239175537885246,92.82309
1.018135153720168,94.04496,1.023811637345007,92.9714
1.0186072626486928,93.986496,1.0242974548016563,92.90254
1.0165637409200474,94.084816,1.0219397528696867,92.86546
1.0134329465376277,94.15657,1.022161697533171,92.87076
1.0120112884815047,94.26817,1.0232713610438977,92.98729
1.0079186189742315,94.276146,1.019078897621672,93.06144
1.007514750572289,94.36649,1.017389300516096,93.03496
1.004900072504874,94.41433,1.0185407967890723,93.03496
1.002074659276171,94.502014,1.0172080274355613,93.02966
1.0048997203509014,94.51265,1.0167183265847675,92.99788
0.999201996999533,94.63754,1.0182991106631392,93.08792
1.0024942526606475,94.472786,1.0203410875999321,92.9714
0.9967907256617838,94.74117,1.0150493353100147,93.1144
0.9953292041611509,94.87404,1.015731655945212,93.02436
0.9947202039413712,94.90593,1.0140640080985377,93.14619
0.9913044656012334,95.08929,1.0131386455843003,93.20975
0.9956806789652831,94.86873,1.0155188324087756,93.17267
0.9907888564325514,95.07069,1.0153579259322862,92.99788
0.9888795573695176,95.17432,1.015883242477805,93.07203
0.9881106310961197,95.19292,1.0156178480487759,93.119705
0.9830532226027274,95.29921,1.0153456825321003,93.093216
0.979946130899345,95.432076,1.0103180028624454,93.26271
0.9800991842738626,95.3869,1.0128763471619557,93.21504
0.9776414459457203,95.474594,1.0095700067988898,93.31038
0.9764045028864932,95.75095,1.010872491133415,93.305084
0.9749795161947912,95.71641,1.0115119030920126,93.33686
0.9756756519176522,95.543686,1.0095490356623116,93.29449
0.9784168868648763,95.47725,1.0120452921269303,93.31038
0.9757945101682831,95.604805,1.0084970076205366,93.32098
0.9737111302662869,95.67655,1.0107360213489855,93.24682
0.9735567528171604,95.69515,1.0094909114352728,93.25212
0.9738682084748534,95.7669,1.0084561550011069,93.2733
0.9755498771967531,95.58354,1.0076501320984403,93.331566
0.9723504182635522,95.838646,1.0076037394798407,93.305084
0.9723336180659379,95.75095,1.008143884852781,93.35805
0.9751098718570204,95.610115,1.008535803172548,93.29979
0.9751925813097532,95.610115,1.008086570238663,93.29449
0.9752560091667435,95.71907,1.0058509598344059,93.405716
0.9736072299431782,95.60746,1.0079999976238962,93.29449
0.9743026089506085,95.74298,1.0093291187690476,93.2733
0.9721583126961779,95.84662,1.0062452334468648,93.41631
0.9729091891017901,95.801445,1.0079702486426143,93.32627
0.9728300475141629,95.61278,1.0064283538672885,93.4269
0.9731732693050994,95.75095,1.006236431760303,93.432205
0.9743390646921534,95.68186,1.008504252918696,93.305084
0.9735960654255484,95.75893,1.013761721021038,93.18856
0.9717165319895258,95.75893,1.0087620094671088,93.28919
0.9740068196844892,95.67389,1.0085029383837167,93.35275
0.9726331172143521,95.7669,1.0086955133130995,93.31038
0.9707333035006815,95.867874,1.0052052346326537,93.48517
